5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
10/23/2017 0:00,16,69.3,31,64.7,47,66.3,2,0,0
10/23/2017 0:05,13,69.2,28,64.6,41,66,2,0,0
10/23/2017 0:10,15,69.3,30,64.7,45,66.2,2,0,0
10/23/2017 0:15,13,69.4,28,64.8,41,66.3,2,0,0
10/23/2017 0:20,12,69.4,27,64.7,39,66.2,2,0,0
10/23/2017 0:25,10,69.3,25,64.7,35,66,2,0,0
10/23/2017 0:30,10,69.3,25,64.7,35,66.1,2,0,0
10/23/2017 0:35,12,69.3,21,64.7,33,66.4,2,0,0
10/23/2017 0:40,8,69.3,23,64.7,31,65.9,2,0,0
10/23/2017 0:45,9,69.3,24,64.7,33,66,2,0,0
10/23/2017 0:50,19,69.1,24,64.5,43,66.5,2,0,0
10/23/2017 0:55,11,69.4,26,64.8,37,66.1,2,0,0
10/23/2017 1:00,10,69.4,25,64.8,35,66.2,2,0,0
10/23/2017 1:05,5,69.4,20,64.8,25,65.7,2,0,0
10/23/2017 1:10,6,69.5,21,64.9,27,65.9,2,0,0
10/23/2017 1:15,5,69.5,20,64.9,25,65.8,2,0,0
10/23/2017 1:20,9,69.3,24,64.7,33,65.9,2,0,0
10/23/2017 1:25,6,69.3,21,64.7,27,65.7,2,0,0
10/23/2017 1:30,6,69.4,21,64.8,27,65.8,2,0,0
10/23/2017 1:35,5,69.3,20,64.7,25,65.7,2,0,0
10/23/2017 1:40,7,69.3,22,64.7,29,65.8,2,0,0
10/23/2017 1:45,7,69.3,22,64.7,29,65.8,2,0,0
10/23/2017 1:50,5,69.3,21,64.7,26,65.6,2,0,0
10/23/2017 1:55,10,69.3,20,64.7,30,66.3,2,0,0
10/23/2017 2:00,8,69.4,24,64.8,32,65.9,2,0,0
10/23/2017 2:05,7,69.1,22,64.4,29,65.5,2,0,0
10/23/2017 2:10,7,69.1,22,64.5,29,65.6,2,0,0
10/23/2017 2:15,5,69,21,64.4,26,65.2,2,0,0
10/23/2017 2:20,5,69.1,20,64.5,25,65.4,2,0,0
10/23/2017 2:25,7,69.3,22,64.7,29,65.8,2,0,0
10/23/2017 2:30,7,69.3,23,64.7,30,65.8,2,0,0
10/23/2017 2:35,10,69,25,64.4,35,65.7,2,0,0
10/23/2017 2:40,9,69.3,25,64.7,34,65.9,2,0,0
10/23/2017 2:45,8,69.3,23,64.7,31,65.9,2,0,0
10/23/2017 2:50,9,69.2,24,64.6,33,65.9,2,0,0
10/23/2017 2:55,8,69.3,23,64.7,31,65.9,2,0,0
10/23/2017 3:00,9,69.3,24,64.7,33,66,2,0,0
10/23/2017 3:05,7,69.2,23,64.6,30,65.7,2,0,0
10/23/2017 3:10,10,69.2,25,64.5,35,65.9,2,0,0
10/23/2017 3:15,8,69.2,23,64.6,31,65.8,2,0,0
10/23/2017 3:20,9,69.3,24,64.7,33,65.9,2,0,0
10/23/2017 3:25,11,69.4,26,64.8,37,66.2,2,0,0
10/23/2017 3:30,12,69.5,28,64.9,40,66.3,2,0,0
10/23/2017 3:35,10,69.4,26,64.8,36,66.1,2,0,0
10/23/2017 3:40,12,69.4,28,64.7,40,66.1,2,0,0
10/23/2017 3:45,13,69.4,28,64.8,41,66.3,2,0,0
10/23/2017 3:50,13,69.4,29,64.8,42,66.2,2,0,0
10/23/2017 3:55,14,69.5,30,64.9,44,66.4,2,0,0
10/23/2017 4:00,14,69.3,29,64.7,43,66.2,2,0,0
10/23/2017 4:05,16,69.4,32,64.8,48,66.3,2,0,0
10/23/2017 4:10,16,69.4,32,64.8,48,66.3,2,0,0
10/23/2017 4:15,21,69,38,64.4,59,66,2,0,0
10/23/2017 4:20,27,68.9,45,64.2,72,66,2,0,0
10/23/2017 4:25,24,69.1,41,64.5,65,66.2,2,0,0
10/23/2017 4:30,30,69,47,64.3,77,66.2,2,0,0
10/23/2017 4:35,34,68.7,51,64,85,65.9,2,0,0
10/23/2017 4:40,42,69.5,59,64.9,101,66.8,2,0,0
10/23/2017 4:45,40,69.6,58,65,98,66.9,2,0,0
10/23/2017 4:50,41,68.9,59,64.3,100,66.2,2,0,0
10/23/2017 4:55,52,69.2,71,64.6,123,66.5,2,0,0
10/23/2017 5:00,44,69.5,63,64.8,107,66.7,2,0,0
10/23/2017 5:05,55,70.1,74,65.5,129,67.5,2,0,0
10/23/2017 5:10,45,69.3,64,64.7,109,66.6,2,0,0
10/23/2017 5:15,52,69.6,71,64.9,123,66.9,2,0,0
10/23/2017 5:20,49,69.2,68,64.5,117,66.5,2,0,0
10/23/2017 5:25,56,68.8,77,64.1,133,66.1,2,0,0
10/23/2017 5:30,56,69.1,78,64.4,134,66.4,2,0,0
10/23/2017 5:35,60,68.7,82,64,142,66,2,0,0
10/23/2017 5:40,67,66.7,89,61.8,156,63.9,2,0,0
10/23/2017 5:45,73,68.1,96,63.4,169,65.4,2,0,0
10/23/2017 5:50,66,68.5,88,63.7,154,65.8,2,0,0
10/23/2017 5:55,66,68.5,88,63.8,154,65.8,2,0,0
10/23/2017 6:00,56,68.4,77,63.6,133,65.6,2,0,0
10/23/2017 6:05,54,68.3,74,63.5,128,65.5,2,0,0
10/23/2017 6:10,60,68.5,81,63.7,141,65.7,2,0,0
10/23/2017 6:15,59,67.5,80,62.6,139,64.7,2,0,0
10/23/2017 6:20,62,66.4,83,61.3,145,63.5,2,0,0
10/23/2017 6:25,59,67,79,62.1,138,64.2,2,0,0
10/23/2017 6:30,64,66.2,85,61.2,149,63.4,2,0,0
10/23/2017 6:35,61,65.5,82,60.5,143,62.6,2,0,0
10/23/2017 6:40,63,66.8,84,61.9,147,64,2,0,0
10/23/2017 6:45,78,65.9,100,60.9,178,63.1,2,0,0
10/23/2017 6:50,65,66.9,86,61.9,151,64,2,0,0
10/23/2017 6:55,64,66.9,86,61.9,150,64,2,0,0
10/23/2017 7:00,62,67.2,83,62.2,145,64.4,2,0,0
10/23/2017 7:05,67,65.7,88,60.5,155,62.8,2,0,0
10/23/2017 7:10,69,66.6,90,61.6,159,63.8,2,0,0
10/23/2017 7:15,72,66.5,94,61.5,166,63.6,2,0,0
10/23/2017 7:20,79,66,102,60.9,181,63.1,2,0,0
10/23/2017 7:25,77,66.1,99,61,176,63.2,2,0,0
10/23/2017 7:30,67,67.3,90,62.3,157,64.4,2,0,0
10/23/2017 7:35,70,67.5,92,62.6,162,64.7,2,0,0
10/23/2017 7:40,77,67.5,99,62.5,176,64.7,2,0,0
10/23/2017 7:45,77,67.8,100,62.9,177,65.1,2,0,0
10/23/2017 7:50,83,67.3,106,62.3,189,64.5,2,0,0
10/23/2017 7:55,72,67.4,94,62.5,166,64.6,2,0,0
10/23/2017 8:00,84,66.8,107,61.8,191,64,2,0,0
10/23/2017 8:05,73,67.2,95,62.2,168,64.4,2,0,0
10/23/2017 8:10,66,67.4,88,62.4,154,64.5,2,0,0
10/23/2017 8:15,72,67.6,94,62.7,166,64.8,2,0,0
10/23/2017 8:20,94,66.6,118,61.6,212,63.8,2,0,0
10/23/2017 8:25,69,66.8,91,61.7,160,63.9,2,0,0
10/23/2017 8:30,76,65.8,98,60.6,174,62.9,2,0,0
10/23/2017 8:35,91,63.9,114,58.6,205,61,2,0,0
10/23/2017 8:40,89,64.7,111,59.5,200,61.8,2,0,0
10/23/2017 8:45,79,63.9,102,58.7,181,61,2,0,0
10/23/2017 8:50,75,64.7,97,59.5,172,61.8,2,0,0
10/23/2017 8:55,81,65.1,103,60,184,62.3,2,0,0
10/23/2017 9:00,76,66,97,60.9,173,63.1,2,0,0
10/23/2017 9:05,66,66.5,87,61.5,153,63.6,2,0,0
10/23/2017 9:10,60,65.4,80,60.4,140,62.5,2,0,0
10/23/2017 9:15,69,64.6,90,59.6,159,61.7,2,0,0
10/23/2017 9:20,73,65.1,93,60.1,166,62.3,2,0,0
10/23/2017 9:25,70,64.9,92,59.8,162,62,2,0,0
10/23/2017 9:30,62,65,83,60,145,62.1,2,0,0
10/23/2017 9:35,69,64.3,90,59.2,159,61.4,2,0,0
10/23/2017 9:40,60,65.1,80,60.1,140,62.3,2,0,0
10/23/2017 9:45,68,64.6,89,59.6,157,61.8,2,0,0
10/23/2017 9:50,57,64.5,77,59.5,134,61.6,2,0,0
10/23/2017 9:55,70,65.1,91,60.2,161,62.3,2,0,0
10/23/2017 10:00,59,65.5,79,60.6,138,62.7,2,0,0
10/23/2017 10:05,57,66.2,75,61.4,132,63.5,2,0,0
10/23/2017 10:10,65,65.7,84,60.8,149,62.9,2,0,0
10/23/2017 10:15,62,67.1,81,62.3,143,64.4,2,0,0
10/23/2017 10:20,51,66.8,70,62,121,64,2,0,0
10/23/2017 10:25,54,68.3,72,63.6,126,65.6,2,0,0
10/23/2017 10:30,63,66.5,81,61.7,144,63.8,2,0,0
10/23/2017 10:35,57,67.2,76,62.5,133,64.5,2,0,0
10/23/2017 10:40,62,67.3,82,62.6,144,64.6,2,0,0
10/23/2017 10:45,56,67.1,75,62.3,131,64.3,2,0,0
10/23/2017 10:50,55,65.9,74,61,129,63.1,2,0,0
10/23/2017 10:55,46,68.3,63,63.6,109,65.5,2,0,0
10/23/2017 11:00,48,67.9,66,63.2,114,65.2,2,0,0
10/23/2017 11:05,46,68.5,64,63.8,110,65.8,2,0,0
10/23/2017 11:10,57,67.6,75,62.9,132,64.9,2,0,0
10/23/2017 11:15,54,67.7,73,62.9,127,64.9,2,0,0
10/23/2017 11:20,57,67.8,76,63,133,65.1,2,0,0
10/23/2017 11:25,57,66.8,75,62,132,64.1,2,0,0
10/23/2017 11:30,49,67.3,66,62.5,115,64.6,2,0,0
10/23/2017 11:35,52,67.3,70,62.5,122,64.6,2,0,0
10/23/2017 11:40,55,67.3,74,62.4,129,64.5,2,0,0
10/23/2017 11:45,54,67,72,62.2,126,64.2,2,0,0
10/23/2017 11:50,48,67.5,66,62.6,114,64.7,2,0,0
10/23/2017 11:55,55,68.8,74,64,129,66.1,2,0,0
10/23/2017 12:00,44,68.9,61,64.2,105,66.2,2,0,0
10/23/2017 12:05,54,66.2,71,61.4,125,63.5,2,0,0
10/23/2017 12:10,53,67.8,70,63.1,123,65.1,2,0,0
10/23/2017 12:15,51,69.2,69,64.6,120,66.6,2,0,0
10/23/2017 12:20,54,68.1,72,63.5,126,65.5,2,0,0
10/23/2017 12:25,56,68.7,74,64,130,66,2,0,0
10/23/2017 12:30,43,68,61,63.4,104,65.3,2,0,0
10/23/2017 12:35,50,67.2,68,62.4,118,64.4,2,0,0
10/23/2017 12:40,57,68.7,74,64.1,131,66.1,2,0,0
10/23/2017 12:45,47,68.5,63,63.9,110,65.9,2,0,0
10/23/2017 12:50,48,68.1,65,63.4,113,65.4,2,0,0
10/23/2017 12:55,48,67.9,66,63.2,114,65.2,2,0,0
10/23/2017 13:00,54,67.5,72,62.7,126,64.8,2,0,0
10/23/2017 13:05,42,68.3,59,63.6,101,65.5,2,0,0
10/23/2017 13:10,48,68.1,66,63.4,114,65.3,2,0,0
10/23/2017 13:15,53,67.9,71,63.3,124,65.3,2,0,0
10/23/2017 13:20,46,68.5,64,63.8,110,65.8,2,0,0
10/23/2017 13:25,35,69.5,52,64.9,87,66.8,2,0,0
10/23/2017 13:30,48,70.5,65,66,113,67.9,2,0,0
10/23/2017 13:35,44,69.8,62,65.2,106,67.1,2,0,0
10/23/2017 13:40,55,69.8,74,65.2,129,67.2,2,0,0
10/23/2017 13:45,55,69.1,74,64.5,129,66.4,2,0,0
10/23/2017 13:50,51,68,69,63.2,120,65.3,2,0,0
10/23/2017 13:55,42,68.4,59,63.7,101,65.7,2,0,0
10/23/2017 14:00,42,68.8,59,64.2,101,66.1,2,0,0
10/23/2017 14:05,43,68.5,61,63.9,104,65.8,2,0,0
10/23/2017 14:10,45,68.9,63,64.2,108,66.2,2,0,0
10/23/2017 14:15,48,69,66,64.3,114,66.3,2,0,0
10/23/2017 14:20,46,69.5,63,64.8,109,66.8,2,0,0
10/23/2017 14:25,47,69.6,65,65,112,66.9,2,0,0
10/23/2017 14:30,46,69.3,65,64.6,111,66.5,2,0,0
10/23/2017 14:35,49,68.5,67,63.9,116,65.8,2,0,0
10/23/2017 14:40,41,69.9,59,65.3,100,67.2,2,0,0
10/23/2017 14:45,44,68.4,62,63.8,106,65.8,2,0,0
10/23/2017 14:50,55,69,74,64.4,129,66.3,2,0,0
10/23/2017 14:55,47,70.6,64,66.2,111,68.1,2,0,0
10/23/2017 15:00,45,70.6,62,66.1,107,68,2,0,0
10/23/2017 15:05,44,70.3,61,65.7,105,67.6,2,0,0
10/23/2017 15:10,61,70.4,80,65.9,141,67.8,2,0,0
10/23/2017 15:15,60,70,78,65.4,138,67.4,2,0,0
10/23/2017 15:20,52,68,71,63.3,123,65.3,2,0,0
10/23/2017 15:25,63,68.3,82,63.6,145,65.6,2,0,0
10/23/2017 15:30,54,68.2,72,63.5,126,65.5,2,0,0
10/23/2017 15:35,52,68.2,70,63.6,122,65.6,2,0,0
10/23/2017 15:40,59,69.8,78,65.3,137,67.3,2,0,0
10/23/2017 15:45,56,70,74,65.4,130,67.4,2,0,0
10/23/2017 15:50,66,70.3,85,65.7,151,67.7,2,0,0
10/23/2017 15:55,58,70.1,77,65.4,135,67.4,2,0,0
10/23/2017 16:00,53,69.8,71,65.2,124,67.1,2,0,0
10/23/2017 16:05,53,69.6,70,64.9,123,66.9,2,0,0
10/23/2017 16:10,55,69.3,73,64.6,128,66.6,2,0,0
10/23/2017 16:15,53,68.9,71,64.2,124,66.2,2,0,0
10/23/2017 16:20,56,68.7,74,64,130,66,2,0,0
10/23/2017 16:25,53,67.3,72,62.5,125,64.5,2,0,0
10/23/2017 16:30,51,68.6,69,63.8,120,65.8,2,0,0
10/23/2017 16:35,57,69.4,76,64.7,133,66.7,2,0,0
10/23/2017 16:40,50,70.3,68,65.7,118,67.7,2,0,0
