5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
11/20/2017 0:00,12,71.9,17,69.7,7,62.7,36,69.1,3,100,0
11/20/2017 0:05,17,72.1,16,70,6,62.9,39,69.8,3,100,0
11/20/2017 0:10,9,72.1,19,69.6,6,62.8,34,69.1,3,100,0
11/20/2017 0:15,16,72.3,15,69.5,4,62.6,35,70,3,100,0
11/20/2017 0:20,4,72.2,12,69.7,2,62.7,18,69.5,3,100,0
11/20/2017 0:25,12,72.3,16,69.9,5,62.7,33,69.7,3,100,0
11/20/2017 0:30,9,72.2,12,69.9,3,62.6,24,69.8,3,100,0
11/20/2017 0:35,11,72.2,8,69.8,2,62.6,21,70.4,3,100,0
11/20/2017 0:40,16,72,10,69.8,2,62.8,28,70.6,3,100,0
11/20/2017 0:45,5,71.9,9,69.7,2,62.7,16,69.5,3,100,0
11/20/2017 0:50,5,71.8,7,69.8,4,62.6,16,68.6,3,100,0
11/20/2017 0:55,9,71.3,11,69.8,3,62.6,23,69.4,3,100,0
11/20/2017 1:00,8,71.7,7,70.1,0,62.6,15,71,3,100,0
11/20/2017 1:05,8,71.8,8,68.7,4,62.7,20,68.7,3,100,0
11/20/2017 1:10,6,71.8,6,69.2,1,62.8,13,69.9,3,100,0
11/20/2017 1:15,11,71.2,12,69.6,2,62.8,25,69.8,3,100,0
11/20/2017 1:20,3,71.7,5,69.7,2,62.8,10,68.9,3,100,0
11/20/2017 1:25,6,71.7,6,69.8,1,62.8,13,70.1,3,100,0
11/20/2017 1:30,5,71.8,3,69.8,1,62.5,9,70.1,3,100,0
11/20/2017 1:35,5,72,3,69.8,1,62.5,9,70.2,3,100,0
11/20/2017 1:40,7,72.1,4,69.1,3,62.7,14,69.2,3,100,0
11/20/2017 1:45,4,72.1,6,69.3,6,61.9,16,67.2,3,100,0
11/20/2017 1:50,6,72.1,8,69.5,2,62.4,16,69.6,3,100,0
11/20/2017 1:55,8,71.1,8,69.4,2,62.6,18,69.4,3,100,0
11/20/2017 2:00,6,71.7,5,69.5,1,62.8,12,70,3,100,0
11/20/2017 2:05,10,71.4,5,69.2,2,63,17,69.8,3,100,0
11/20/2017 2:10,5,71.7,5,69.5,1,62.8,11,69.9,3,100,0
11/20/2017 2:15,2,71.9,11,69.2,2,62.8,15,68.7,3,100,0
11/20/2017 2:20,5,72,11,69.6,1,62.8,17,69.9,3,100,0
11/20/2017 2:25,3,71.5,3,69.7,2,62.8,8,68.7,3,100,0
11/20/2017 2:30,6,71.6,7,69.6,2,62.8,15,69.5,3,100,0
11/20/2017 2:35,9,72,7,69.7,5,62.6,21,69,3,100,0
11/20/2017 2:40,2,72.1,10,69.2,4,62.6,16,67.9,3,100,0
11/20/2017 2:45,9,72.2,9,69.5,1,62.5,19,70.4,3,100,0
