5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
2/19/2018 0:00,15,71.9,18,69.7,10,62.7,43,68.8,3,100,1
2/19/2018 0:05,14,71.9,15,69.6,4,62.5,33,69.7,3,100,1
2/19/2018 0:10,23,71.3,10,69.6,4,62.5,37,69.9,3,100,1
2/19/2018 0:15,8,71.7,13,69.6,5,62.4,26,68.9,3,100,1
2/19/2018 0:20,11,71.8,14,69.8,9,62.5,34,68.5,3,100,1
2/19/2018 0:25,7,72,16,69.7,4,62.6,27,69.2,3,100,1
2/19/2018 0:30,12,71.6,13,69.8,7,62.5,32,68.9,3,100,1
2/19/2018 0:35,12,71.9,9,69.9,1,62.6,22,70.7,3,100,1
2/19/2018 0:40,15,71.9,10,69.8,3,62.8,28,70.2,3,100,1
2/19/2018 0:45,13,72,9,69.9,2,62.8,24,70.4,3,100,1
2/19/2018 0:50,7,71.9,11,69.7,5,62.8,23,68.9,3,100,1
2/19/2018 0:55,11,72,13,69.8,3,62.7,27,69.9,3,100,1
2/19/2018 1:00,5,71.2,11,70,3,62.6,19,69.1,3,100,1
2/19/2018 1:05,7,71.2,9,69.4,2,62.7,18,69.4,3,100,1
2/19/2018 1:10,14,71.7,13,69.6,3,62.7,30,69.9,3,100,1
2/19/2018 1:15,9,71.9,4,69.7,1,62.8,14,70.6,3,100,1
2/19/2018 1:20,7,72,11,69.7,1,62.9,19,70.2,3,100,1
2/19/2018 1:25,7,72,5,69.6,1,62.8,13,70.4,3,100,1
2/19/2018 1:30,9,71,11,69.8,5,62.5,25,68.8,3,100,1
2/19/2018 1:35,4,71.6,8,69.7,8,62.5,20,67.2,3,100,1
2/19/2018 1:40,8,71.8,6,69.8,3,62.6,17,69.5,3,100,1
2/19/2018 1:45,5,72,6,69.6,1,62.5,12,70,3,100,1
2/19/2018 1:50,7,72.1,5,69.6,3,62.6,15,69.4,3,100,1
2/19/2018 1:55,11,71.4,9,69.8,1,62.6,21,70.3,3,100,1
