,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
0,2017-11-06 00:00:00,5,71.3,8,69.1,6,62.1,19,67.5,3,0,0
1,2017-11-06 00:05:00,5,71.3,8,69.1,5,62.1,18,67.8,3,0,0
2,2017-11-06 00:10:00,5,71.3,8,69.1,5,62.1,18,67.8,3,0,0
3,2017-11-06 00:15:00,5,71.3,7,69.1,5,62.1,17,67.7,3,0,0
4,2017-11-06 00:20:00,5,71.1,7,68.9,5,62,17,67.5,3,0,0
5,2017-11-06 00:25:00,4,71.2,7,69,5,62.1,16,67.4,3,0,0
6,2017-11-06 00:30:00,4,71.1,6,68.9,4,62,14,67.5,3,0,0
7,2017-11-06 00:35:00,4,71.1,6,68.9,4,62,14,67.5,3,0,0
8,2017-11-06 00:40:00,3,71.1,6,68.9,4,62,13,67.3,3,0,0
9,2017-11-06 00:45:00,3,70.9,5,68.8,4,61.9,12,67,3,0,0
10,2017-11-06 00:50:00,3,70.9,5,68.8,4,61.9,12,67,3,0,0
11,2017-11-06 00:55:00,3,70.8,5,68.7,3,61.8,11,67.4,3,0,0
12,2017-11-06 01:00:00,3,70.9,4,68.8,3,61.9,10,67.4,3,0,0
13,2017-11-06 01:05:00,3,71.1,4,68.9,3,62,10,67.5,3,0,0
14,2017-11-06 01:10:00,2,71.5,3,69.3,2,62.3,7,67.9,3,0,0
15,2017-11-06 01:15:00,2,70.8,4,68.7,3,61.8,9,66.9,3,0,0
16,2017-11-06 01:20:00,2,71.1,4,68.9,3,62,9,67.1,3,0,0
17,2017-11-06 01:25:00,2,71.1,3,68.9,2,62,7,67.5,3,0,0
18,2017-11-06 01:30:00,2,71.1,3,68.9,2,62,7,67.5,3,0,0
19,2017-11-06 01:35:00,2,70.8,3,68.7,2,61.8,7,67.3,3,0,0
20,2017-11-06 01:40:00,2,70.5,3,68.4,2,61.5,7,67,3,0,0
21,2017-11-06 01:45:00,2,70.6,3,68.5,2,61.6,7,67.1,3,0,0
22,2017-11-06 01:50:00,2,70.8,3,68.7,2,61.8,7,67.3,3,0,0
23,2017-11-06 01:55:00,2,70.7,3,68.6,2,61.7,7,67.2,3,0,0
24,2017-11-06 02:00:00,2,70.7,3,68.6,2,61.7,7,67.2,3,0,0
25,2017-11-06 02:05:00,2,70.7,3,68.6,2,61.7,7,67.2,3,0,0
26,2017-11-06 02:10:00,2,70.8,3,68.7,2,61.8,7,67.3,3,0,0
27,2017-11-06 02:15:00,2,70.7,3,68.6,2,61.7,7,67.2,3,0,0
28,2017-11-06 02:20:00,2,71.1,3,68.9,2,62,7,67.5,3,0,0
29,2017-11-06 02:25:00,2,70.9,3,68.8,2,61.9,7,67.4,3,0,0
30,2017-11-06 02:30:00,2,70.8,3,68.7,2,61.8,7,67.3,3,0,0
31,2017-11-06 02:35:00,2,70.8,3,68.7,2,61.8,7,67.3,3,0,0
32,2017-11-06 02:40:00,2,70.9,3,68.8,2,61.9,7,67.4,3,0,0
33,2017-11-06 02:45:00,2,70.8,3,68.7,2,61.8,7,67.3,3,0,0
34,2017-11-06 02:50:00,2,70.9,3,68.8,2,61.9,7,67.4,3,0,0
35,2017-11-06 02:55:00,2,70.8,3,68.7,2,61.8,7,67.3,3,0,0
36,2017-11-06 03:00:00,2,70.7,3,68.6,2,61.7,7,67.2,3,0,0
37,2017-11-06 03:05:00,2,70.8,3,68.7,2,61.8,7,67.3,3,0,0
